id	name	industries	investors	value_usd	last_funding_type	founded_date	num_employees	website	social_media_links	monthly_visits	about	address	country_code	cb_rank	full_description	image
professional-recruiting-consultants	Professional Recruiting Consultants	Consulting, Human Resources, Recruiting, Staffing Agency	NULL	NULL	NULL	1985-01-01	1-10	https://www.prcstaffing.com	https://www.facebook.com/PRCStaffing/, https://www.linkedin.com/company/professional-recruiting-consultants-inc, https://twitter.com/prcstaffing	93	Professional Recruiting Consultants provides recruiting and staffing services.	Wilmington, Delaware, United States, North America	US	1935944	Professional Recruiting Consultants conducts retained and contingency searches and provides contract staffing for companies within the manufacturing and energy sectors. From individual contributor level up through executive management, they have been servicing their client's recruiting and staffing needs. Their focus is on providing a level of customer service for both their clients and candidates. The services are retained, contingency search and contract placement, chemicals, and general manufacturing.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ufxeggxoxns3r01rpn2q
betasmartz	BetaSmartz	Asset Management, B2B, Big Data, Finance, Financial Services, FinTech, SaaS, Software, Wealth Management	NULL	5000000	series_a	2015-01-01	1-10	http://www.betasmartz.com	https://www.facebook.com/betasmartz, https://www.linkedin.com/company/6378826/, https://www.twitter.com/betasmartz	NULL	Digital investment platform offering investment, administrative and operational solutions to financial institutions	Singapore, Central Region, Singapore, Asia	SG	100360	"BetaSmartz is a B2B investment SaaS platform with expertise at the centre of technology and financial services offering a complete suite of fully customisable white-labelled turnkey digital and automated back, middle and front office solutions to financial institutions.
 
BetaSmartz was founded by John James in September 2015. The company is headquartered in Singapore with subsidiaries in Australia, Asia, the US and Europe."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1463204741/fs2hvuozqnoumlhdpuzg.png
opsam-health	OpSam Health	Communities, Health Care, Non Profit, Primary and Urgent Care	NULL	NULL	NULL	1973-01-01	51-100	https://www.opsam.org	https://www.facebook.com/OpsamHealth/, https://www.linkedin.com/company/opsam/	3645	OpSam Health offers primary care, dental, behavioral health, family planning, integrative health, and wellness.	National City, California, United States, North America	US	1418374	OpSam Health offers primary care, dental, behavioral health, family planning, integrative health, and wellness.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/nmhng39xmj0ar9jkcn1v
humanitec	Humanitec	Information Technology, Software	NULL	NULL	NULL	2018-04-25	11-50	https://humanitec.com	https://www.facebook.com/humanitec, https://www.linkedin.com/company/humanitec, https://twitter.com/humanitec_com	8437	Humanitec empowers platform engineers to build the perfect Internal Developer Platform for the enterprise	Berlin, Berlin, Germany, Europe	DE	163830	Humanitec enables you to build the perfect Internal Developer Platform for your enterprise. We serve platform engineers with the leading products and processes to reduce cognitive load, drive standardization, and slash time to market. Top-performing platform teams use Score to abstract developers' requests, the Platform Orchestrator to standardize configurations and workflows, and the Portal to provide one single pane of glass for the entire organization.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/5f4a83f6323549bf8b9f49c589ee6d3b
aerovectrx	AerovectRx	Health Care, Medical, Therapeutics	ATDC, ATDC, Georgia Venture Partners, Emergent Growth Fund, ATDC, ATDC, Emergent Growth Fund, Georgia Venture Partners, ATDC	1200000	series_unknown	2005-01-01	1-10	http://www.aerovectrx.com/	NULL	NULL	Develops pulmonary drug delivery technology.	Atlanta, Georgia, United States, North America	US	1928788	AerovectRx is an aerosol therapeutic company that develops pulmonary drug delivery technologies for enterprises and individuals. AerovectRx offers AeroCell disposable drug cartridge for inhaled delivery of drugs, vaccines, and therapeutics and It also offers Aerocurrent, a point-of-care therapy system. The company is located in the United States and it was founded in 2005.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1489656113/df7diutgh1lvuqdrczen.png
humantech	Humantech	Management Consulting	NULL	NULL	NULL	1979-01-01	11-50	https://www.humantech.com/	https://www.facebook.com/humantech, https://www.linkedin.com/company/humantech/, https://twitter.com/humantech	7066	Humantech is for workplace improvement and deliver practical solutions that work.	Ann Arbor, Michigan, United States, North America	US	295133	Humantech was founded in 1979 with the single focus of improving the lives of the working population. Over the past 35+ years, our approach has changed how organizations use the science of ergonomics to improve workplace performance.They’re experts in workplace improvement. Big project or small, they bring tangible benefits to people and company at every step.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/e7rhhiwo2ifm6ave5x3c
tokenstars	TokenStars	Blockchain, Celebrity, Crowdfunding, Cryptocurrency, Information Technology, Media and Entertainment, Sports	NULL	NULL	NULL	2017-01-01	11-50	https://tokenstars.com/team	https://www.facebook.com/tokenstars/, https://www.linkedin.com/organization/tokenstars, https://twitter.com/tokenstars	12786	TokenStars is the first celebrity management platform on the blockchain.	Cakovec, Medimurska, Croatia, Europe	HR	559739	"TokenStars is the first celebrity management platform on the blockchain, providing advanced tools and incentives for deeper interaction between stars, fans, and advertisers. Having successfully started with the ​​ACE ​t​oken sale ​f​or ​t​ennis, ​TokenStars has enhanced its team with top-notch experts and stars to launch the TEAM token: Lothar Matthäus, Valery Karpin (football), Tommy Haas, Robin Söderling, Cedric Pioline, Anastasia Myskina (tennis), Nikita Kucherov (hockey), Alexander Anter (poker) and Rico Torres (Hollywood) are among the famous celebrities supporting TokenStars. 

Designed as a toolkit, the TokenStars platform consists of 12 integrated modules grouped in 4 layers by function:
1) crowdfunding, enabling prospective talents to raise funds;
2) infrastructure, providing the community with tools for key activities (scouting, voting, betting);
3) fan community, allowing celebrities to grow their social capital and offering fans higher involvement;
4) advertising, delivering smart and transparent data as well as engaged audiences to brands for more efficient promotion campaigns.

As a utility token, TEAM will be used in most of the interaction activities powered by the TokenStars platform, including repayment of agency commissions from advertisers and supported talents, providing incentives to fans and external agents for finding promising talents (scouts) and for promoting celebrities (promoters), making betting bids, participating in the voting polls, getting access to exclusive offers from celebrities, and so on.

TokenStars develops its platform on the blockchain to make it transparent and verifiable, create a powerful global community, ensure lower money transfer costs and faster transactions with no need in a third party, as well as to eliminate middlemen in and bring more transparency to the celebrity management industry.

Based on a proven business model, TokenStars is lead by an experienced team with background at Groupon, Leo Burnett, Evernote, Rambler&Co and Mail.Ru Group. It is supported by blockchain advisors Tomoaki Sato (Starbase), Wulf Kaal (University of St. Thomas) and Edgar Kampers (Qoin).

Learn more: https://tokenstars.com/team/"	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/sqp2l2h7cczektwdgdvq
zuckerberg-media	Zuckerberg Media	Advertising, Consulting, Social Media Marketing	NULL	NULL	NULL	2011-01-01	11-50	https://www.zuckerbergmedia.com/	https://www.linkedin.com/company/zuckerberg-media/, https://www.twitter.com/randizuckerberg	NULL	Zuckerberg Media is a boutique marketing firm and production company that creates content for all mediums.	New York, New York, United States, North America	US	949608	"Zuckerberg Media is a marketing firm that creates and distributes media content for its clients.

The company conducts events and keynote speeches on consumer electronics, marketing, social media, investors, digital media, and education.

Zuckerberg Media was founded by Randi Zuckerberg and is based in New York."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1484550539/wiecq1m3jdze4oo52u5p.jpg
grid-7	Grid+	Apps, Electronics, Energy, Marketplace	Alexis Berthoud	27700000	initial_coin_offering	2017-01-01	11-50	https://gridplus.io/	https://www.linkedin.com/company/gridplus/, https://twitter.com/gridplus	5616	Grid+, its commercial electricity retail business and eventual energy-sharing marketplace	Brooklyn, New York, United States, North America	US	41413	Grid+ leverages the Ethereum blockchain to give consumers direct access to wholesale energy markets. This decreases costs, shifts production closer to demand, and moves us all toward a cleaner energy future.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1506071355/nnsn7a8mejtwc7dmvqfo.jpg
austin-logistics-incorporated	Austin Logistics	Analytics, Business Intelligence, Software	North Hill Ventures, TTV Capital, Baird Capital, Apex Venture Partners, Svoboda Capital, Svoboda Capital, Baird Capital, Apex Venture Partners, North Hill Ventures	20500000	series_c	1992-01-01	11-50	http://www.austinlogistics.com	NULL	NULL	Austin Logistics is a provider of next-generation predictive analytic and business intelligence software solutions.	Austin, Texas, United States, North America	US	1115731	Austin Logistics is a provider of next-generation predictive analytic and business intelligence software solutions that anticipate customer value and behavior to drive more profit from every customer interaction. Since 1992, the company's innovative solutions have helped many of the world's largest financial services, telecommunication, and e-commerce companies to make proactive, profit-focused decisions that optimize actions in collections, risk & fraud, marketing and customer service.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1499408902/i9dvr8n2e9rrhxawad1a.png
wss-group	WSS Group	Electronic Design Automation (EDA), Electronics, Home Services, Lighting	NULL	NULL	NULL	1986-11-01	11-50	https://wssgroupltd.co.uk	https://www.facebook.com/wssgroupltd, https://www.linkedin.com/company/wss-group-ltd	136	WSS Group provides electrical repairs and installation services for fire alarms, doors, windows, locks, and kitchens.	Anniesland, Glasgow City, United Kingdom, Europe	GB	1931926	WSS Group provides electrical repairs and installation services for fire alarms, doors, windows, locks, and kitchens.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/m1jjpwusef42ybxzbrns
ether-rush	Ether Rush	Cryptocurrency, Ethereum, FinTech	NULL	NULL	NULL	2014-01-01	51-100	https://www.etherrush.in/	https://www.facebook.com/pg/etherrush, https://www.linkedin.com/company/ethereum/, https://twitter.com/ethereum	NULL	Ether Rush allows users to buy Ethereum easily and safely by just adding it to cart.	Blackwood, Caerphilly, United Kingdom, Europe	GB	2857277	Ether Rush allows users to buy Ethereum easily and safely by just adding it to cart. The company uses an escrow to make things completely safe.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/nsehohxrwvb5f22gh8xk
wrs-group	WRS Group	Education, Health Care	NULL	NULL	NULL	NULL	NULL	http://wrsgroup.com	NULL	NULL	WRS Group health education and awareness firm that developes cutting-edge health and childbirth education products.	Waco, Texas, United States, North America	US	497174	WRS Group health education and awareness firm that developes cutting-edge health and childbirth education products.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/js65edddv6kq9n0elkko
line-industry	Line Industry	Industrial Automation, Manufacturing	NULL	NULL	NULL	1969-07-04	11-50	http://www.line-industry.co.jp/	https://www.linkedin.com/company/line-industry-co-ltd-	NULL	LineIndustry is a designer and manufacturer of automation and labor-saving system.	Komaki, Aichi, Japan, Asia	JP	3414532	LineIndustry is a designer and manufacturer of automation and labor-saving system.	NULL
metamorphic-ventures-llc	Compound	Finance, Financial Services, Venture Capital	Bienville Capital, Y Combinator	NULL	series_unknown	2008-01-01	1-10	https://compound.vc/	https://www.linkedin.com/company/compound-vc/, http://twitter.com/compoundvc	592	Compound is a thesis-driven, research-centric investment firm	New York, New York, United States, North America	US	3272	"Compound is a venture capital firm that invests in bleeding-edge technology built by outliers. They have partnered with elite operators that understand the intricacies of many different industries and various components of businesses, that help them navigate the complex systems in which each startup lives by removing roadblocks and compounding growth.

Compound is based in New York City."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1475726224/u9tde627pdfvfidqmme7.png
humanitects	humanitects	Database, Health Care, SEO, Web Design, Web Development	NULL	NULL	NULL	2002-01-01	51-100	https://www.humanitects.com	https://www.facebook.com/humanitects	NULL	humanitects designs and develops intuitive, user-centered web solutions, databases, and SEO for health & human service sectors.	Milford, Connecticut, United States, North America	US	1603880	humanitects designs and develops intuitive, user-centered web solutions, databases, and SEO for health & human service sectors.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/rw0cijjop3kkxd6agirm
compound-financial	Compound	Angel Investment, Financial Services	XYZ Venture Capital, MPG Fund, Balius Partners, Evolution Ventures, SciFi VC, Sam Bankman-Fried, Egon Durban, Banana Capital, Lachy Groom, Day One Ventures	35000000	series_b	2019-01-01	51-100	https://withcompound.com/	https://www.linkedin.com/company/withcompound, https://twitter.com/Compound	1798	Compound is a family office for people who work in tech. Built by engineers who know what QSBS is and CFAs who know what APIs are.	San Francisco, California, United States, North America	US	11419	Compound is a wealth management platform that provides users with a comprehensive financial picture of their liquid and illiquid assets, such as cash, securities, cryptocurrencies, real estate, and venture investments. In addition, for exchanges that are not already partner platforms, the company uses off-the-shelf integrations, and it manually tracks users' assets if they are held in particularly complex structures. For its tax filing service, Compound partners with platforms and provides the service in-house through a tax firm the company owns.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ipx2edkhfhup0dncmocw
beni-vc	Beni VC	Angel Investment, Venture Capital	NULL	NULL	NULL	2017-09-01	1-10	https://www.benivc.com/	https://www.linkedin.com/company/35448312/admin/, https://twitter.com/benivc1?lang=en	93	We provide early-growth stage capital to transformational venture-backed technology businesses.	Miami, Florida, United States, North America	US	18557	We provide early-growth stage capital to transformational venture-backed technology businesses.We believe in partnering with the very best entrepreneurs and top-tier early-stage investors to help build enduring technology companies. We operate under the premise that the only way to build a world class business is to always put the company first. We believe this ethos optimizes outcomes for our companies and Limited Partners alike.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/w0xcbvfyiygzzl27x2xu
kncminer	KnCMiner	Application Specific Integrated Circuit (ASIC), Bitcoin, Blockchain, Hardware	Accel, Martin Wattin, Accel, Creandum, GP Bullhound, GP Bullhound, Creandum	32000000	series_unknown	2013-04-01	101-250	http://kncminer.com	http://www.facebook.com/kncminer, http://www.linkedin.com/company/kncminer, http://twitter.com/kncminer	69	We bring new Bitcoin miners alive! KnCMiner focuses on producing miners for cryptocurrencies.	Stockholm, Stockholms Lan, Sweden, Europe	SE	228736	"We bring new Bitcoin miners alive!

 KnCMiner focuses on producing miners for cryptocurrencies. We are a Swedish company with long expertise within the ASIC and FPGA field.

 Have a look at our website for more information of our company and products."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1397188169/ac398128d33a7e935f5489454fcda999.png
wandera	Wandera	Cloud Security, Mobile, SaaS, Security	83North, Sapphire Ventures, Bessemer Venture Partners, Bessemer Venture Partners, 83North, Bessemer Venture Partners, Greylock, Index Ventures, LocalGlobe, 14W	53500000	series_c	2012-01-01	101-250	https://www.wandera.com/	https://www.facebook.com/Wandera-460080634050043/, https://www.linkedin.com/company/wandera/, https://twitter.com/Wandera	28634	Wandera provides a unified cloud security solution to protect the modern workplace	London, England, United Kingdom, Europe	GB	34124	"The way enterprises work has changed. Data is stored beyond corporate walls, and limitless connections have given rise to remote working. The perimeter has been redefined. This evolving new environment requires a new security model that is cloud-centric.

Wandera provides a unified cloud security solution to protect the modern workplace. We enable zero-trust access to all your applications, secure your data and devices against cyber threats and help you apply policies to filter internet access and reduce risk exposure.  We believe in making security simple. This is why we created a unified offering, managed through a single console and supported by the broadest range of ecosystem integrations.

Wandera is recognized as a leader by analyst firms including Gartner and IDC.  Today, we work with thousands of customers that are serviced through our fast and scalable global network. In our commitment to providing transparency of the latest security threats, findings from our research have been featured in a wide range of publications, including The Wall Street Journal, CNBC, BBC and Forbes. We have also received multiple industry awards, including three consecutive ‘Mobile Security Solution of the Year’ awards by Computing Security and ‘Best Mobile Security Solution’ by SC Magazine.  Wandera is headquartered in San Francisco and London."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/fz9pl1rslpqdl90ktq4o
cryptionessy	Cryptionessy	NULL	NULL	NULL	NULL	NULL	NULL	https://cryptionessy.com/	NULL	NULL	Cryptionessy values innovation, transparency, integrity, and customer-centricity.	NULL	NULL	1644456	Cryptionessy's mission is to offer effective, safe, and scalable crypto-mining solutions, encouraging individuals and businesses to boost their chances and attain constant, long-run profitability in the digital economy.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/9b338bafa42d4dd1acff02399cbd0bf2
line-in-geometry	Line in Geometry	E-Commerce, Gift, Jewelry	NULL	NULL	NULL	2019-01-01	1-10	https://www.lineingeometry.com	https://www.facebook.com/lineingeometry/, https://www.linkedin.com/company/line-in-geometry/	NULL	Line in Geometry is an online store offering jewelry and curated gift sets with a focus on simplicity.	Singapore, Central Region, Singapore, Asia	SG	2937225	Line in Geometry operates as an online jewelry store. The company offers a variety of products, including curated gift sets that come with a handwritten card that can be customized with a personal message. The company's product range is designed to enhance personal style, with a focus on simplicity. Line in Geometry also offers products such as the Jellycat Bashful Bunny Grabber, Little Storkie Organic Cotton Prewalker Shoe, and Kintsukuroi Deep Sleep Crystal Body Oil.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ubm2w4hwxgvuu2ch0fq1
emily-muller-apparel	Emily Muller Apparel	NULL	NULL	NULL	NULL	NULL	NULL	http://emilymuller.com	https://www.facebook.com/emily-muller-apparel-192533277479667, https://www.twitter.com/emullerapparel	NULL	Emily Muller launched her eponymous line in September of 2010.	NULL	NULL	2287090	Emily Muller launched her eponymous line in September of 2010.	NULL
humanitcare	HumanITcare	Artificial Intelligence (AI), Health Care, Hospital, Software	European Commission, European Innovation Council	3752849	seed	2018-04-04	11-50	http://humanitcare.com/en	https://www.linkedin.com/company/humanitcare, https://twitter.com/humanitcare	176	We use AI to radically improve and automatize access to healthcare.	Boston, Massachusetts, United States, North America	US	66547	"HumanITcare's interoperable and flexible remote care solution, powered by an AI system, is revolutionizing healthcare accessibility worldwide. Novel AI technology allows users to scan the results and automatically provide data to their health providers (without Bluetooth). 

It spans various health conditions like cardiology, respiratory, oncology, behavioral health, and diabetes (among others), offering real-time personalized insights through AI reports. Furthermore, it's an evidence-based solution compliant with HIPAA, and GDPR, and holds the CE mark for medical software.

HumanITcare is a CE-mark software that is helping +20 hospitals, clinics, home care companies, and other institutions to radically improve patients’ access to healthcare."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/afiboyqf8d7fmzzxrjml
humanitech	Humanitech	Developer Tools, Non Profit, Technical Support	NULL	NULL	NULL	1914-01-01	1001-5000	https://www.humanitech.org.au	https://www.linkedin.com/company/humanitechau, https://twitter.com/humanitech_au/	93	Humanitech is an organization that promotes technology for humanitarian challenges.	Melbourne, Victoria, Australia, Oceania	AU	48650	Humanitech is an organization that promotes technology for humanitarian challenges.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/c6ow7invshxx5np1nzz1
compound-c62c	Compound	Consulting, Marketing	NULL	NULL	NULL	2010-01-01	101-250	http://www.TheCompoundHQ.com	https://web.facebook.com/TheCompoundHQ, https://www.linkedin.com/company/thecompoundhq, https://twitter.com/TheCompoundHQ	9	Compound is a consulting company that specializes in strategy, consulting, digital, technology, investments, and operations.	Wayzata, Minnesota, United States, North America	US	570036	Compound is a professional services organization that specializes in strategy, consulting, digital, technology, investments, and operations, among other areas. Founded in 2010 and is based in Wayzata, Minnesota.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/m5xo0cxfz3o2oncp0vhc
recruiting-consultants	Recruiting Consultants	Consulting, Recruiting, Staffing Agency	NULL	NULL	NULL	1995-01-01	1-10	https://rcirecruiting.com	https://www.linkedin.com/company/recruitingconsultantsinc./	NULL	Recruiting Consultants offers executive search, recruitment, and growth consulting services.	Newport Beach, California, United States, North America	US	2417617	Recruiting Consultants, Inc. is a professional services company that specializes in executive search and recruitment. The company partners with global technology companies, ranging from startups to Fortune 500 corporations. Their services include managed search services, executive talent acquisition, and growth consulting. They also offer a unique service called TalentLocator, which helps companies find the right candidates, even if they're not actively searching for a job. In addition to recruitment services, Recruiting Consultants, Inc. also provides organizational development and planning, and recruiting process consulting.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/lmgcgxrryzqvzv0omqie
airswap	AirSwap	Blockchain, Cryptocurrency, Finance, Financial Exchanges, FinTech, Internet	George Burke, ConsenSys Mesh	36000000	initial_coin_offering	2017-10-10	1-10	https://www.airswap.io/	https://twitter.com/airswap	262	AirSwap is an open-source community that powers the original peer-to-peer DEX.	New York, Lincolnshire, United Kingdom, Europe	GB	52243	AirSwap is an open-source community that powers the original peer-to-peer DEX: efficient swaps without slippage or counter-party risk.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/gey1zswlpa94zuq0wufe
startup-wise-guys	Startup Wise Guys	Augmented Reality, B2B, Cyber Security, FinTech, SaaS, Sustainability, Virtual Reality	NULL	10086122	undisclosed	2012-01-01	101-250	https://startupwiseguys.com/	http://www.facebook.com/StartupWiseGuys, https://www.linkedin.com/company/startup-wise-guys, http://twitter.com/startupwiseguys	11308	Startup Wise Guys is a venture capital and private equity firm that invests in start ups, B2C and B2B.	Tallinn, Harjumaa, Estonia, Europe	EE	60	Startup Wise Guys is one of the most active early stage investors in the broader CEE region and Nordics, has been voted Top VC fund in the CEE in year 2019. To help techy startup founders become true entrepreneurs, we are running a world-class startup accelerator since 2012. We have accelerated more than 300 startups, focusing on Sustainability, B2B SaaS, Fintech, Cybersecurity, and XR. The portfolio has already had 11 major exits and the overall startup survival and success rate is above 80%. The intensive up to 5 months-long accelerator program is focused on validating, developing, and selling products to business customers. Over 200 international and local mentors help startups move through those stages much faster than they would on their own. Founders are also prepared to sell their vision to investors, and the program culminates in Demo Days & major tech event visits, where startups get to present to venture capitalists and angel investors. Post-program, startups join the alumni community of 300+ startups in more than 40 countries and become eligible for invite-only alumni events such as SWG Getaway focused on business development, fundraising, and experience sharing.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/l7pfcb3n6durhs06fyn9
ascent-technologies	Ascent RegTech	Artificial Intelligence (AI), Compliance, Financial Services, FinTech, Legal, Legal Tech, Mortgage	University of Chicago, Alsop Louie Partners, ING Group, Drive Capital, Wells Fargo, Douglas Monieson, Polsky Center for Entrepreneurship and Innovation, Alsop Louie Partners, Temerity Capital Partners, Dave Hoover	26745000	series_b	2015-01-01	11-50	http://www.ascentregtech.com	https://www.linkedin.com/company/ascentregtech/, https://twitter.com/ascentregtech	1164	Ascent RegTech is a regulatory compliance risk management platform for financial services, mortgage lenders, and fintech industries.	Chicago, Illinois, United States, North America	US	16980	Ascent provides a cost-effective, AI-powered regulatory compliance solution that streamlines and simplifies compliance processes, minimizing risk and maximizing efficiency even in complex, multi-jurisdictional operating environments. Ascent's solution goes beyond just identifying applicable regulations by providing businesses with a comprehensive understanding of their obligations under each regulation. This helps streamline compliance processes, minimizing risk, and maximizing efficiency. With Ascent, compliance becomes an integral part of your business operations, seamlessly integrating with your internal policies, procedures, and operations. Our automated system eliminates the need for businesses to spend time and resources researching and sifting through irrelevant regulations, enabling them to focus on core operations and gain a competitive edge. The system also provides a robust audit trail and integrates with your preferred tracking tool, making it easy to generate reports and monitor compliance activities. By staying ahead of regulations and avoiding non-applicable regulations, our solution helps you maximize efficiency and scale your business. Ascent's cost-effective solution ensures that businesses remain in compliance at all times, even with rule changes, new regulations, or increased regulatory scrutiny. With Ascent, compliance becomes a strength rather than a burden, allowing businesses to confidently navigate the ever-changing regulatory landscape.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/qzxonwe0ek8tp6fgsaa2
wise-finance-solutions-asia-pacific	Wise Finance Solutions Asia Pacific	Business Development, Management Consulting, Market Research, Training	NULL	NULL	NULL	2008-01-01	51-100	https://wfsap.co.jp/	https://www.linkedin.com/company/wfsap/	NULL	Wise Finance Solutions Asia Pacific is a business consulting firm that provides market research, investment advisory, and training services.	Hyogo, Hokkaido, Japan, Asia	JP	1830743	Wise Finance Solutions Asia Pacific is a business consulting firm that provides market research, investment advisory, and training services.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/rifadrs9fm89soenoucb
cryptio	Cryptio	Accounting, Analytics, Blockchain, Cryptocurrency, FinTech	1kx, Ledger Cathay Capital, BitGo Ventures, BlueYard Capital, Draper Associates, Alven, Point Nine, Point Nine, SGH CAPITAL, Kima Ventures	26225000	series_a	2018-05-01	11-50	https://cryptio.co	https://www.linkedin.com/company/cryptio/, https://twitter.com/cryptio_co	4514	Cryptio is a fintech and SaaS company that offer accounting, audit and tax software for digital assets.	Paris, Ile-de-France, France, Europe	FR	2418	Cryptio is the leading enterprise-grade accounting, tax, financial reporting, and audit preparation solution. It is a complete back-office platform that delivers financial integrity and accountability for businesses in crypto. Its platform allows users to transform on-chain crypto activity (including DeFi & NFTs) into auditable records for accounting, reporting, treasury, and tax filings.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/shcrs0pa2uf0hk8favrr
cryptiony	Cryptiony	Accounting, Apps, Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, SaaS, Software	Marcin Wenus, Pointer.Capital, ff Venture Capital	536913	pre_seed	2021-01-07	1-10	https://cryptiony.com/	https://www.facebook.com/cryptiony, https://www.linkedin.com/company/cryptiony, https://twitter.com/cryptiony	6452	We make digital assets tax calculations simplified.	Lodz, Lodzkie, Poland, Europe	PL	84707	Digital assests tax automation software. B2C SaaS for Polish market which simplifies digital assets tax calculation and allow to monitor tax liabilities in real-time.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/y2x7gy1gthdbb5venvkd
canopy-75f8	Canopy	Decentralized Finance (DeFi), FinTech, Information Technology	Side Door Ventures, CitizenX, GSR, Mechanism Capital, Primitive Ventures	1200000	seed	2024-01-01	1-10	https://www.canopyhub.xyz/	https://www.linkedin.com/company/canopyxyz/, https://x.com/canopyxyz	NULL	Canopy is a Movement Labs native innovator in decentralized finance (DeFi) yield strategies.	Daytona Beach, Florida, United States, North America	US	21507	Canopy is a DeFi platform built on Movement that leverages a dynamically balanced dual-token ecosystem of $LEAF and $OAK, as well as the ability for users to offer liquidity with single asset deposits.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ff27debecabb4955be70c50ee81f9314
movement-labs-7111	Movement Labs	Blockchain, Business Intelligence, Cloud Computing, Network Security	Robot Ventures, 280 Capital, OKX Ventures, Binance Labs, Placeholder, dao5, Polychain, Hack VC, Archetype, Figment Capital	41400000	series_a	2022-01-01	11-50	https://movementlabs.xyz/	https://www.linkedin.com/company/movementlabsxyz	NULL	Movement Labs is a modular framework platform that builds and deploys move-based blockchains and applications in distributed settings.	Middletown, Delaware, United States, North America	US	65	Movement Labs is a modular framework platform that builds and deploys move-based blockchains and applications in distributed settings. Its platform offers a composable and horizontally scalable network that provides unparalleled smart contract security and asset portability to help users solve the cold start problem with unprecedented interoperability.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/wrqyczt4jepkghknpjuq
lineintent	Lineintent	Analytics, Internet	Lightyear Capital	1000000	seed	2020-01-28	11-50	https://www.lineintent.com	https://www.linkedin.com/company/lineintent/, https://twitter.com/lineintent	NULL	Account intelligence for the enterprise sales executive	Los Angeles, California, United States, North America	US	143982	Cloud-based lead generation and sales intelligence activated from user-generated behavior insights on premium account data as an underlying asset	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/kopxt1teupk0jqdghtq4
