id	name	industries	investors	value_usd	last_funding_type	founded_date	num_employees	website	social_media_links	monthly_visits	about	address	country_code	cb_rank	full_description	image
baird-capital	Baird Capital	Financial Services, Venture Capital	NULL	NULL	NULL	1919-01-01	51-100	https://www.bairdcapital.com/	https://www.linkedin.com/company/549316/, https://twitter.com/rwbaird?lang=en	4757	Baird Capital makes venture capital, growth equity, and private equity investments in strategically-targeted sectors around the world.	Milwaukee, Wisconsin, United States, North America	US	1900	"Baird Capital makes venture capital, growth equity, and private equity investments in strategically-targeted sectors around the world.

The company values its creators who identify exceptional opportunities and partners with senior industry executives to build world-class companies. Its in-depth sector knowledge, deep relationships with entrepreneurial management teams, and global network of 60 investment and operating professionals in the United States, the United Kingdom, and Asia help ensure that the company consistently drives value in its portfolio companies.

Baird Capital was founded on January 1, 1919 and is based in London, United Kingdom."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1397178991/16fc52f4e4fc50aff5f3caf5bac7003e.gif
j-ventures-f370	J-Ventures	Construction, Education, FinTech, Marketing, Medical, Retail, Web Development	NULL	NULL	NULL	2016-01-01	251-500	http://www.j-ventures.com	https://twitter.com/jventures1	182	LP Driven Venture Capital Fund	Palo Alto, California, United States, North America	US	1364	"J- Ventures is a Silicon Valley based group of VC funds with over $60m under management. Backed by 400+ leading Investors ( 140+ Serial founders, 100+ VCs, 170+ Fortune 500 Executives) as LPs. Our active-LP  venture fund brings the power of this connected & intellectual capital to add real value to the companies we invest in and create a remarkable difference by helping our founders grow and scale to markets quicker. Based in Silicon Valley with investors from 15 communities - Tel Aviv, NYC, LA, London, Miami, Boston, and more.
Since 2016 the group made over 50 investments, 4 unicorns and over 10 exits."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/cagj2xvanwod9mr3qssk
prime-trust	Prime Trust	Banking, Blockchain, Cryptocurrency, Financial Services, FinTech	Vijay Shankar, Trajectory Ventures, Decasonic, FIS, Seven Peaks Ventures, Mercato Partners, Commerce Ventures, Kraken Ventures, Gaingels, GateCap Ventures	176000000	series_c	2016-04-10	251-500	https://www.primetrust.com	https://www.facebook.com/PrimeTrustLLC, https://www.linkedin.com/company/primetrust, https://twitter.com/primetrustco	1159	Prime Trust powers innovation in the digital economy by providing fintech and digital asset innovators with financial infrastructure.	Las Vegas, Nevada, United States, North America	US	10839	"Prime Trust was founded in 2016 on the belief that the future of finance is digital. Through a full suite of APIs, we help financial institutions and fintech companies build seamlessly, launch quickly, and scale securely. As an independent, regulated trust company, we work with clients such as crypto exchanges and payment platforms, who rely on our trusted, secure ecosystem and institutional grade blockchain technology. Prime Trust solutions are at the center of a quickly-evolving crypto industry, providing the infrastructure that merges digital assets with traditional finance. For fintech businesses in the US and around the world, Prime Trust makes it possible to securely and compliantly access the digital economy. The company is recognized by Forbes as America’s Best Startup Employer 2022 and is also Great Place to Work-Certified™ 2022. Prime Trust has also been named to CB Insights Blockchain 50 for 2022. 
Visit us at www.primetrust.com and connect with us on LinkedIn, Twitter, and Facebook."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/h9rzzpf3ke7xhe4alikg
tiggy	Tiggy	Delivery, Delivery Service, E-Commerce, Food Delivery, Grocery, Same Day Delivery	Banana Capital, Oskar Hartmann, Inovia Capital, Heartland, Global Founders Capital, Redbox Ventures, Fores Ventures, TA Ventures, FJ Labs, A.Partners	6385000	grant	2021-01-01	101-250	https://hello.gotiggy.com	https://www.facebook.com/tiggyapp, https://www.linkedin.com/company/gotiggy/	NULL	15 minute grocery delivery on a mission to forever change the way we buy everyday essentials. Now live in Vancouver!	Vancouver, British Columbia, Canada, North America	CA	46227	15 minute grocery delivery on a mission to forever change the way we buy everyday essentials. Now live in Vancouver	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/jvvzfdjrkg8hee84m3oj
connected-insurance	Connected Insurance	FinTech, Insurance, InsurTech	Hackquarters	NULL	non_equity_assistance	2019-01-01	1-10	https://connectedinsurance.ai	https://www.linkedin.com/company/ci-apfie/about/	NULL	CI helps businesses set insurance into their offerings for value proposition through event sourcing technology and real-time data analysis.	Herzliya, Tel Aviv, Israel, Asia	IL	265044	CI helps businesses set insurance into their offerings for value proposition through event sourcing technology and real-time data analysis.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/qtpf4rnpbufs0hnbtsq0
digital-horizon	Launchbay Capital	E-Commerce, Finance, Financial Services, FinTech, Venture Capital	NULL	NULL	NULL	2023-12-01	11-50	https://launchbaycapital.com	https://www.linkedin.com/company/launchbay-capital/about/	NULL	Multi-stage investment firm committed to creating liquidity in the venture ecosystem	London, England, United Kingdom, Europe	GB	4704	"LaunchBay is a venture firm specialising in FinTech Infrastructure, B2B Software, and AI applications, investing in companies at the point where they have demonstrated product-market fit and are ready to scale. With headquarters in London, UK, and Tel Aviv, Israel, Launchbay has built a global presence with strong connections in the local ecosystems in which the team operates and an active investment and portfolio construction approach.   
Launchbay supports technology companies across three main pillars:
- a flagship access fund for early-stage investments, 
- a growth fund for selected later-stage opportunities, 
and 
- a proprietary digital investment platform that facilitates primary and secondary deals across various stages
Data-driven decision-making is a key aspect, where we utilize algorithms and scoring within the platform to address industry-wide challenges related to access and liquidity.   
Launchbay takes a particular interest in founders with an immigrant background because we recognize the distinct perspective, drive, and ambition that often accompany building successful businesses outside of one's home country. We believe in the success stories of the vision, capabilities, and growth potential demonstrated by founders with this type of experience."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/lzgmrp5anfvvjpcwcr37
happy-farm-business-incubator	Happy Farm Business Accelerator	Consulting, Incubators, Venture Capital	NULL	NULL	NULL	2012-07-26	11-50	http://www.happyfarm.com.ua/	http://www.facebook.com/BusinessIncubatorHappyFarm, http://www.linkedin.com/company/2814140, http://x.com/HappyFarmUA	28	Happy Farm Business Accelerator is a business incubator that provides business development services for startup teams.	Kyiv, Kyyiv, Ukraine, Europe	UA	63170	Happy Farm is a business accelerator that provides business development services for startup teams or companies and also assumes further support and investment attraction in startup companies. The purpose of the business accelerator is the search for and commercialization of new technologies and developments in the sphere of information technology.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1406965893/tap8rbmj560dpjagb95e.png
izmaco	Izmaco	Building Maintenance, Property Management, Real Estate, Real Estate Investment, Rental Property, Residential	NULL	NULL	NULL	2019-01-01	1-10	https://www.izmaco.com	https://www.facebook.com/IzMaCo.Investments, https://www.linkedin.com/company/izmaco-investments, https://twitter.com/IzMaCo1	NULL	Izmaco invests in rental properties and provides real estate rental, management, and maintenance services.	Jacksonville, North Carolina, United States, North America	US	2170011	Izmaco invests in rental properties and provides real estate rental, management, and maintenance services.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/pfq82noumnequa8tppxv
spruce-health	Spruce Health	Fitness, Health Care, Information and Communications Technology (ICT), Software	Tim Kendall, John Kobs, Quiet Capital, Kleiner Perkins, Google Ventures, Cowboy Ventures, Baseline Ventures, Kleiner Perkins, Cowboy Ventures, Baseline Ventures	17000000	seed	2013-01-01	11-50	https://www.sprucehealth.com/	https://www.facebook.com/SpruceHealth, https://www.linkedin.com/company/spruce-health, https://twitter.com/SpruceHealth	548324	Spruce thinks of a better way to see the doctor by using their platform for communication.	San Francisco, California, United States, North America	US	44411	"Spruce thinks of a better way to see the doctor by using their platform for communication. 

They think getting great health care in America involves too much waiting and hassle and healthcare pricing should be affordable and involve no surprises. They think the experience of “going to the doctor” can be dramatically improved for both patients and physicians through software to enrich the patient-physician relationship and improve quality, safety, and satisfaction.

They’re committed to building quality healthcare experiences that are accessible anytime, anywhere."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/fwkysrarcgurlay0oruy
somersault-ventures	Somersault Ventures	EdTech, FinTech, Venture Capital	NULL	NULL	NULL	2022-12-01	1-10	https://somersault.vc	https://www.linkedin.com/company/somersault-vc	NULL	Somersault Ventures is a VC fund investing in SaaS, marketplaces, EdTech, FinTech, and entertainment.	Dover, Delaware, United States, North America	US	8295	"Somersault Ventures is a venture capital firm that invests in startups at the seed to series B stages, mainly in B2B software, marketplaces, EdTech, FinTech, and entertainment.

They’re a remote-first team operating out of Dubai, London, and San Francisco. They have diverse experience in finance, operations, and product and would be happy to become one of the founders’ early partners in a long value-creation journey.

They target investing the first institutional Somersault Ventures Fund in global companies where at least one of the founders has a CEE background and/or is affiliated with UC Berkeley."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ro0vmom4nptvcmmqfksk
